household_id,sector,qualification,salary,own_house,house_rent,own_car,car_expenses,married,number_of_children,food,milk,bread,meat,fruits,vegetables,transport,education,healthcare,utilities,clothing,entertainment,sports,savings
531,Extractives,MaŒtrise,59203,VRAI,0,FAUX,0,VRAI,3,16129,2419,1612,4838,3225,4035,4422,8653,5238,3827,1983,2809,0,16142
532,Education,Ex‚cution,29091,VRAI,0,FAUX,0,VRAI,1,8305,1245,830,2491,1661,2078,2345,3157,2251,2013,883,704,552,8881
533,Extractives,Cadre,76799,VRAI,0,VRAI,13623,VRAI,1,25579,3836,2557,7673,5115,6398,0,6085,7199,5618,2819,4409,0,11467
534,Transport,Ex‚cution,39821,FAUX,22674,VRAI,8969,VRAI,3,13362,2004,1336,4008,2672,3342,0,4104,2499,2798,1660,1260,0,-17505
535,Education,MaŒtrise,41054,VRAI,0,FAUX,0,FAUX,0,13632,2044,1363,4089,2726,3410,2130,0,2806,2720,1064,2353,687,15662
536,Health,Cadre,76480,FAUX,12708,FAUX,0,VRAI,2,23208,3481,2320,6962,4641,5804,6405,7016,6618,5021,1756,2263,0,11485
537,Finance,Cadre,97552,VRAI,0,FAUX,0,VRAI,2,26644,3996,2664,7993,5328,6663,8461,7848,5736,7179,3170,6411,0,32103
538,Agriculture,Cadre,88072,VRAI,0,VRAI,4854,FAUX,1,26182,3927,2618,7854,5236,6547,0,4747,7215,4537,5024,5996,3263,26254
539,Education,Ex‚cution,34954,VRAI,0,FAUX,0,VRAI,0,10277,1541,1027,3083,2055,2571,3322,0,3059,2260,1542,1268,0,13226
540,Education,MaŒtrise,43094,FAUX,12284,VRAI,4589,FAUX,0,12207,1831,1220,3662,2441,3053,0,0,3099,2494,1145,2346,0,4930
541,Transport,Ex‚cution,26971,VRAI,0,VRAI,7218,VRAI,4,8932,1339,893,2679,1786,2235,0,3527,1604,1437,1317,750,0,2186
542,Commerce,Cadre,116830,FAUX,14637,VRAI,9034,VRAI,1,38971,5845,3897,11691,7794,9744,0,10691,10309,6453,3842,8028,0,14865
543,Extractives,MaŒtrise,41284,VRAI,0,VRAI,6202,VRAI,3,12859,1928,1285,3857,2571,3218,0,4055,2257,3015,2059,1469,1796,7572
544,Transport,MaŒtrise,55326,VRAI,0,FAUX,0,FAUX,0,16387,2458,1638,4916,3277,4098,5103,0,5249,3205,2680,1383,1793,19526
545,Health,Cadre,86962,VRAI,0,FAUX,0,VRAI,0,22031,3304,2203,6609,4406,5509,5942,0,5378,5514,1990,5887,4077,36143
546,Education,Ex‚cution,26329,VRAI,0,VRAI,11095,FAUX,0,9026,1353,902,2707,1805,2259,0,0,1388,1649,1271,1135,0,765
547,Health,MaŒtrise,55815,VRAI,0,VRAI,13846,VRAI,4,16836,2525,1683,5050,3367,4211,0,6848,4408,3062,2621,1488,0,6706
548,Finance,Cadre,78344,VRAI,0,VRAI,4212,VRAI,0,20593,3088,2059,6177,4118,5151,0,0,5663,5833,4353,3601,0,34089
549,Agriculture,MaŒtrise,50584,FAUX,27745,VRAI,3526,VRAI,4,14626,2193,1462,4387,2925,3659,0,6137,4197,3477,1583,1967,1960,-14634
550,Agriculture,MaŒtrise,50780,FAUX,18988,VRAI,11953,VRAI,1,14426,2163,1442,4327,2885,3609,0,6618,4817,3328,1940,1093,0,-12383
551,Commerce,Cadre,92262,VRAI,0,VRAI,8205,VRAI,4,28429,4264,2842,8528,5685,7110,0,9677,5624,5800,4252,5199,4380,20696
552,Transport,Cadre,99894,VRAI,0,VRAI,9167,VRAI,1,28122,4218,2812,8436,5624,7032,0,6146,5529,7150,5412,3281,1890,33197
553,Education,Ex‚cution,30947,VRAI,0,VRAI,4892,VRAI,1,10647,1597,1064,3194,2129,2663,0,4350,2424,1876,1090,1256,0,4412
554,Education,Ex‚cution,35077,FAUX,12314,VRAI,14384,VRAI,3,10219,1532,1021,3065,2043,2558,0,2477,3291,1920,1340,1763,0,-12631
555,Transport,Ex‚cution,32485,VRAI,0,FAUX,0,VRAI,4,10117,1517,1011,3035,2023,2531,2975,3229,1816,1637,1043,1783,0,9885
556,Industry,Cadre,89377,VRAI,0,VRAI,12447,VRAI,2,26003,3900,2600,7800,5200,6503,0,7059,4533,6010,3225,3461,2431,24208
557,Transport,Cadre,117478,VRAI,0,FAUX,0,FAUX,2,36545,5481,3654,10963,7309,9138,10991,6055,8433,6664,4175,4793,0,39822
558,Extractives,MaŒtrise,53015,FAUX,12590,VRAI,5978,VRAI,2,18263,2739,1826,5478,3652,4568,0,5205,4164,3963,1643,1259,0,-50
559,Construction,Cadre,74716,FAUX,11995,VRAI,6891,VRAI,0,20331,3049,2033,6099,4066,5084,0,0,4741,5536,1626,5200,3126,15270
560,Commerce,Cadre,95877,FAUX,11550,VRAI,9144,VRAI,0,30494,4574,3049,9148,6098,7625,0,0,5375,5121,3493,5023,0,25677
561,Health,MaŒtrise,52150,FAUX,12083,FAUX,0,VRAI,4,17066,2559,1706,5119,3413,4269,3047,6893,4613,3541,1746,1727,1584,-150
562,Agriculture,Ex‚cution,36982,VRAI,0,VRAI,14957,FAUX,0,9782,1467,978,2934,1956,2447,0,0,3521,2923,2206,2199,0,1394
563,Health,MaŒtrise,57042,VRAI,0,FAUX,0,VRAI,2,18974,2846,1897,5692,3794,4745,5458,7871,5703,3269,2882,2813,2810,7262
564,Industry,Ex‚cution,29150,VRAI,0,VRAI,9553,FAUX,0,10151,1522,1015,3045,2030,2539,0,0,2385,1598,1639,1335,1366,1123
565,Transport,Ex‚cution,27409,VRAI,0,FAUX,0,VRAI,2,8738,1310,873,2621,1747,2187,1671,2572,2442,2015,1045,1633,0,7293
566,Agriculture,Ex‚cution,25660,VRAI,0,VRAI,11104,FAUX,2,6952,1042,695,2085,1390,1740,0,2451,2448,1363,1252,1394,1203,-2507
567,Construction,Ex‚cution,32607,VRAI,0,FAUX,0,VRAI,2,8335,1250,833,2500,1667,2085,2727,4379,2280,2141,1175,1142,0,10428
568,Industry,MaŒtrise,58050,VRAI,0,FAUX,0,VRAI,2,16869,2530,1686,5060,3373,4220,5300,4223,4424,4306,1981,3025,834,17088
569,Industry,Cadre,60493,FAUX,16999,FAUX,0,VRAI,3,15442,2316,1544,4632,3088,3862,4406,8724,5710,3210,3010,3647,1746,-2401
570,Agriculture,Cadre,93528,VRAI,0,FAUX,0,FAUX,2,30877,4631,3087,9263,6175,7721,6535,7821,5772,6025,3935,4824,4484,23255
571,Industry,Cadre,63044,VRAI,0,VRAI,12990,VRAI,0,17080,2562,1708,5124,3416,4270,0,0,3911,3397,3065,1478,1342,19781
572,Finance,MaŒtrise,43963,VRAI,0,VRAI,4116,FAUX,2,11614,1742,1161,3484,2322,2905,0,3138,2430,3099,2041,2968,0,14557
573,Health,MaŒtrise,44853,FAUX,26243,FAUX,0,FAUX,2,12649,1897,1264,3794,2529,3165,4291,4078,3920,2395,1341,2707,0,-12771
574,Commerce,Ex‚cution,31890,FAUX,22742,FAUX,0,VRAI,3,10339,1550,1033,3101,2067,2588,2822,3187,2081,2526,1483,1288,1251,-15829
575,Agriculture,Cadre,72696,FAUX,24986,FAUX,0,VRAI,5,19096,2864,1909,5728,3819,4776,7028,9940,4483,5332,3223,4982,2708,-9082
576,Health,Ex‚cution,39588,FAUX,19877,VRAI,8327,VRAI,1,11491,1723,1149,3447,2298,2874,0,2122,3070,2821,972,1396,0,-10488
577,Transport,Cadre,103194,VRAI,0,FAUX,0,VRAI,2,27668,4150,2766,8300,5533,6919,8833,9132,7235,7584,6038,2717,0,33987
578,Extractives,Ex‚cution,39510,VRAI,0,VRAI,14102,VRAI,2,13775,2066,1377,4132,2755,3445,0,4422,3261,2211,1169,2092,0,-1522
579,Commerce,Ex‚cution,35208,FAUX,26724,VRAI,10862,VRAI,2,9044,1356,904,2713,1808,2263,0,5266,2268,1918,1043,2352,0,-24269
580,Agriculture,MaŒtrise,45392,FAUX,27617,VRAI,5800,VRAI,4,12662,1899,1266,3798,2532,3167,0,4889,2419,2530,1647,3034,1659,-16865
581,Extractives,MaŒtrise,57855,FAUX,15153,FAUX,0,FAUX,2,18865,2829,1886,5659,3773,4718,2938,6119,3990,3771,2459,2063,2275,222
582,Agriculture,MaŒtrise,42822,VRAI,0,VRAI,10641,VRAI,1,14882,2232,1488,4464,2976,3722,0,5401,3047,2146,1393,1984,618,2710
583,Industry,Ex‚cution,30565,FAUX,16929,VRAI,11177,VRAI,1,8899,1334,889,2669,1779,2228,0,2545,2551,1726,1333,2006,0,-16601
584,Finance,MaŒtrise,51199,FAUX,26295,VRAI,4151,VRAI,5,13739,2060,1373,4121,2747,3438,0,6442,2616,3814,1052,2706,1764,-11380
585,Health,Cadre,89877,FAUX,24026,VRAI,3713,FAUX,1,27050,4057,2705,8115,5410,6763,0,8290,6282,4565,3003,6183,0,6765
586,Agriculture,Cadre,109777,FAUX,25932,VRAI,10692,FAUX,0,38086,5712,3808,11425,7617,9524,0,0,9293,5722,3027,6429,0,10596
587,Commerce,Cadre,68065,VRAI,0,VRAI,11328,VRAI,5,18478,2771,1847,5543,3695,4622,0,3677,4087,3768,2280,2785,0,21662
588,Finance,MaŒtrise,51929,VRAI,0,FAUX,0,VRAI,2,17484,2622,1748,5245,3496,4373,4535,7050,3881,2800,2484,1573,0,12122
589,Industry,MaŒtrise,49551,FAUX,24179,FAUX,0,VRAI,5,15457,2318,1545,4637,3091,3866,4467,4617,4424,3165,2856,2196,0,-11810
590,Construction,Ex‚cution,29825,FAUX,23342,VRAI,6717,VRAI,1,9384,1407,938,2815,1876,2348,0,3966,1564,2253,1250,890,634,-20175
591,Agriculture,Ex‚cution,33762,VRAI,0,FAUX,0,VRAI,3,8475,1271,847,2542,1695,2120,2745,4064,2786,2668,1840,1432,980,8772
592,Transport,Cadre,82993,VRAI,0,VRAI,14159,VRAI,2,25021,3753,2502,7506,5004,6256,0,5566,6900,6272,2516,3699,0,18860
593,Transport,Ex‚cution,26387,VRAI,0,FAUX,0,VRAI,2,8565,1284,856,2569,1713,2143,1551,1489,2081,1602,818,1592,598,8091
594,Construction,Cadre,101628,VRAI,0,VRAI,9708,VRAI,3,29268,4390,2926,8780,5853,7319,0,9639,10064,6149,3870,2711,4168,26051
595,Transport,Cadre,86754,VRAI,0,VRAI,3607,FAUX,1,22819,3422,2281,6845,4563,5708,0,7020,4844,6903,2806,2300,2906,33549
596,Commerce,Ex‚cution,35271,FAUX,21244,VRAI,9783,FAUX,2,9071,1360,907,2721,1814,2269,0,4399,1857,2338,1072,1741,1742,-17976
597,Extractives,MaŒtrise,40081,FAUX,25536,FAUX,0,VRAI,0,13675,2051,1367,4102,2735,3420,3484,0,2400,3018,1128,2290,0,-11450
598,Agriculture,Ex‚cution,35742,FAUX,28676,VRAI,11422,VRAI,2,8990,1348,899,2697,1798,2248,0,2573,2290,2262,959,2275,0,-23705
599,Agriculture,MaŒtrise,43065,FAUX,26924,VRAI,3076,VRAI,3,13869,2080,1386,4160,2773,3470,0,5451,2350,2817,1260,1251,0,-13933
600,Commerce,Ex‚cution,25756,FAUX,22442,VRAI,13307,VRAI,0,6877,1031,687,2063,1375,1721,0,0,1694,1615,833,876,0,-21888
601,Agriculture,Ex‚cution,34116,VRAI,0,VRAI,6196,FAUX,2,10752,1612,1075,3225,2150,2690,0,4136,2879,2032,1026,2312,0,4783
602,Industry,Cadre,105516,VRAI,0,VRAI,10636,VRAI,1,31523,4728,3152,9456,6304,7883,0,12637,8071,6515,4735,7220,2701,21478
603,Transport,Cadre,68484,VRAI,0,VRAI,7412,VRAI,4,20344,3051,2034,6103,4068,5088,0,9437,5430,4809,3572,3626,2091,11763
604,Construction,Cadre,98108,VRAI,0,FAUX,0,VRAI,5,25173,3775,2517,7551,5034,6296,5724,14645,7667,5955,3093,3222,0,32629
605,Transport,Cadre,72468,FAUX,17210,FAUX,0,FAUX,0,20396,3059,2039,6118,4079,5101,4355,0,7075,4588,1955,2169,3621,11099
606,Industry,MaŒtrise,54955,VRAI,0,VRAI,10496,VRAI,0,18160,2724,1816,5448,3632,4540,0,0,3126,4027,2852,2577,868,12849
607,Health,MaŒtrise,45790,FAUX,19004,FAUX,0,VRAI,0,13127,1969,1312,3938,2625,3283,3211,0,2292,2972,2294,2800,0,90
608,Agriculture,Ex‚cution,37686,VRAI,0,VRAI,3329,FAUX,2,10662,1599,1066,3198,2132,2667,0,3480,2961,2905,1348,2602,0,10399
609,Industry,Ex‚cution,32420,FAUX,12611,FAUX,0,FAUX,0,10900,1635,1090,3270,2180,2725,2080,0,2734,2276,935,704,0,180
610,Education,MaŒtrise,50858,VRAI,0,FAUX,0,VRAI,2,15787,2368,1578,4736,3157,3948,4646,4704,3243,2947,2107,2159,0,15265
611,Extractives,Cadre,87195,VRAI,0,FAUX,0,FAUX,1,23784,3567,2378,7135,4756,5948,6905,7598,6316,5764,2453,2422,0,31953
612,Education,Cadre,78706,VRAI,0,VRAI,7359,FAUX,2,25241,3786,2524,7572,5048,6311,0,5332,4927,5849,4556,2109,0,23333
613,Education,MaŒtrise,52342,VRAI,0,VRAI,14419,VRAI,2,13838,2075,1383,4151,2767,3462,0,2665,4732,2893,2316,1928,0,9551
614,Agriculture,MaŒtrise,56484,FAUX,12400,VRAI,5343,FAUX,1,14189,2128,1418,4256,2837,3550,0,5755,4534,4455,2461,2460,0,4887
615,Agriculture,Ex‚cution,39437,VRAI,0,VRAI,12164,FAUX,2,12517,1877,1251,3755,2503,3131,0,2818,3229,2570,1920,2431,0,1788
616,Commerce,Cadre,95814,VRAI,0,FAUX,0,FAUX,0,31845,4776,3184,9553,6369,7963,8061,0,8147,6879,5528,5903,0,29451
617,Health,Ex‚cution,36927,VRAI,0,VRAI,3602,FAUX,0,12858,1928,1285,3857,2571,3217,0,0,2568,1934,871,1829,0,13265
618,Finance,Cadre,75932,VRAI,0,FAUX,0,VRAI,2,22633,3394,2263,6789,4526,5661,7333,9171,6636,4245,3879,4677,1407,15951
619,Commerce,MaŒtrise,42456,VRAI,0,FAUX,0,VRAI,5,12835,1925,1283,3850,2567,3210,4030,2820,3829,3131,1065,1695,857,12194
620,Agriculture,Cadre,75701,VRAI,0,FAUX,0,VRAI,1,19766,2964,1976,5929,3953,4944,4839,9626,5114,5629,2481,2133,0,26113
621,Commerce,Cadre,103798,VRAI,0,FAUX,0,VRAI,1,35247,5287,3524,10574,7049,8813,5489,6649,8909,6551,3751,2786,0,34416
622,Education,Ex‚cution,35155,VRAI,0,VRAI,3561,VRAI,3,10247,1537,1024,3074,2049,2563,0,4457,1828,1887,988,1409,0,10778
623,Extractives,MaŒtrise,47979,VRAI,0,FAUX,0,VRAI,2,13130,1969,1313,3939,2626,3283,3903,3845,4721,3410,1221,1959,1505,14285
624,Industry,Ex‚cution,36698,VRAI,0,FAUX,0,VRAI,4,9328,1399,932,2798,1865,2334,2757,3978,3523,1889,1575,2300,1653,9695
625,Industry,MaŒtrise,40530,VRAI,0,FAUX,0,VRAI,1,13861,2079,1386,4158,2772,3466,2979,2144,3424,2612,1012,1244,1336,11918
626,Construction,Ex‚cution,25762,FAUX,14839,FAUX,0,FAUX,2,8231,1234,823,2469,1646,2059,1826,2745,2124,1558,1460,687,0,-7708
627,Construction,Ex‚cution,37106,VRAI,0,VRAI,13478,VRAI,4,12309,1846,1230,3692,2461,3080,0,5318,3596,2872,1553,1402,461,-3883
628,Health,Ex‚cution,29919,VRAI,0,VRAI,10642,FAUX,2,9270,1390,927,2781,1854,2318,0,3000,1573,2341,1229,1084,704,76
629,Education,MaŒtrise,48269,FAUX,20379,FAUX,0,FAUX,1,13011,1951,1301,3903,2602,3254,2480,6299,2460,3616,1243,3317,0,-4536
630,Education,Ex‚cution,35155,VRAI,0,VRAI,5072,FAUX,1,11325,1698,1132,3397,2265,2833,0,1778,2799,2651,1204,893,0,9433
631,Finance,Cadre,66021,FAUX,17039,VRAI,4203,VRAI,4,21038,3155,2103,6311,4207,5262,0,5720,5795,5211,1622,2358,0,3035
632,Construction,Ex‚cution,34394,FAUX,24841,FAUX,0,VRAI,4,9183,1377,918,2754,1836,2298,3029,4379,3224,1747,1461,1056,1423,-15949
633,Transport,Cadre,102602,VRAI,0,FAUX,0,VRAI,4,31104,4665,3110,9331,6220,7778,6088,9496,7949,7218,4546,4073,1716,30412
634,Construction,MaŒtrise,45531,VRAI,0,FAUX,0,FAUX,1,13902,2085,1390,4170,2780,3477,2302,5447,3132,3564,2400,2248,826,11710
635,Health,Ex‚cution,31998,FAUX,12366,FAUX,0,VRAI,0,9195,1379,919,2758,1839,2300,2500,0,1675,1639,960,1743,0,1920
636,Extractives,MaŒtrise,56880,VRAI,0,VRAI,13400,VRAI,5,16826,2523,1682,5047,3365,4209,0,6594,5444,2997,2890,2891,0,5838
637,Construction,Cadre,101609,VRAI,0,FAUX,0,VRAI,3,26431,3964,2643,7929,5286,6609,9513,10238,9185,6202,2540,2243,2008,33249
638,Transport,Cadre,104348,VRAI,0,FAUX,0,VRAI,0,33416,5012,3341,10024,6683,8356,8525,0,10354,5650,3880,4303,0,38220
639,Education,Ex‚cution,32989,VRAI,0,FAUX,0,FAUX,1,11307,1696,1130,3392,2261,2828,2157,2017,3034,2636,1045,1249,0,9544
640,Construction,Cadre,90306,FAUX,27087,FAUX,0,FAUX,2,30023,4503,3002,9006,6004,7508,5762,12917,6161,6838,2767,4129,3287,-8665
641,Finance,Cadre,92175,VRAI,0,VRAI,12592,FAUX,1,27374,4106,2737,8212,5474,6845,0,7657,8088,5519,2353,3682,0,24910
642,Industry,Cadre,108791,VRAI,0,VRAI,6465,FAUX,2,28501,4275,2850,8550,5700,7126,0,10346,10394,8097,4437,6372,0,34179
643,Education,Cadre,106246,FAUX,11999,VRAI,3400,FAUX,1,28927,4339,2892,8678,5785,7233,0,12934,10323,6994,4419,4574,3083,19593
644,Education,MaŒtrise,55290,FAUX,13691,VRAI,7348,VRAI,0,18689,2803,1868,5606,3737,4675,0,0,5420,4245,2696,2723,0,478
645,Health,Cadre,71280,VRAI,0,FAUX,0,VRAI,1,23355,3503,2335,7006,4671,5840,5532,8275,4714,4593,3185,2868,3454,15304
646,Industry,MaŒtrise,53463,FAUX,18167,VRAI,14112,VRAI,1,16275,2441,1627,4882,3255,4070,0,5578,4002,2889,2130,1521,2529,-13740
647,Transport,Ex‚cution,30936,VRAI,0,FAUX,0,VRAI,5,10113,1516,1011,3033,2022,2531,2116,4516,2815,2339,831,1037,644,6525
648,Commerce,Ex‚cution,31683,FAUX,28660,FAUX,0,VRAI,2,10882,1632,1088,3264,2176,2722,1597,1735,1887,1743,863,1698,0,-17382
649,Industry,Cadre,96776,FAUX,16655,FAUX,0,VRAI,3,32353,4852,3235,9705,6470,8091,7166,6832,8847,6400,2527,4381,0,11615
650,Construction,Cadre,71043,VRAI,0,VRAI,3642,VRAI,5,21320,3198,2132,6396,4264,5330,0,8432,6365,4794,4003,4766,1853,15868
651,Agriculture,Cadre,72823,VRAI,0,VRAI,7716,VRAI,1,22496,3374,2249,6748,4499,5626,0,7516,4611,5606,4157,2922,0,17799
652,Transport,Cadre,101368,VRAI,0,VRAI,9299,VRAI,2,32787,4918,3278,9836,6557,8198,0,8790,5164,5374,4039,5524,3833,26558
653,Agriculture,Cadre,119796,VRAI,0,VRAI,8229,VRAI,5,33634,5045,3363,10090,6726,8410,0,6496,9784,6883,3853,7012,2358,41547
654,Transport,Cadre,88133,VRAI,0,FAUX,0,VRAI,1,27614,4142,2761,8284,5522,6905,7979,4801,5712,5147,2277,3036,2721,28846
655,Construction,Cadre,109997,FAUX,12179,VRAI,6319,VRAI,3,28376,4256,2837,8512,5675,7096,0,10097,10685,7880,2587,6854,0,25020
656,Health,MaŒtrise,54379,VRAI,0,FAUX,0,FAUX,0,16579,2486,1657,4973,3315,4148,4182,0,4255,4266,3050,3468,0,18579
657,Health,Ex‚cution,34632,VRAI,0,FAUX,0,VRAI,4,9279,1391,927,2783,1855,2323,3057,3440,3256,2144,1064,1294,0,11098
658,Transport,Ex‚cution,29905,VRAI,0,VRAI,12143,FAUX,2,8540,1281,854,2562,1708,2135,0,2242,2416,1942,1781,1289,1468,-1916
659,Construction,Cadre,112529,VRAI,0,FAUX,0,VRAI,0,33097,4964,3309,9929,6619,8276,9657,0,7801,6339,5098,7742,3200,39595
660,Transport,Ex‚cution,34352,FAUX,14313,VRAI,4152,VRAI,5,11529,1729,1152,3458,2305,2885,0,2103,2314,2620,964,821,0,-4464
661,Agriculture,Cadre,87399,FAUX,19114,VRAI,14045,FAUX,2,28865,4329,2886,8659,5773,7218,0,11440,5441,5983,3297,4512,0,-5298
662,Commerce,Ex‚cution,35190,VRAI,0,FAUX,0,VRAI,1,8997,1349,899,2699,1799,2251,1811,2386,3495,2514,1568,786,0,13633
663,Finance,Cadre,106022,VRAI,0,FAUX,0,FAUX,0,34213,5131,3421,10263,6842,8556,7305,0,5344,5330,4073,4709,3973,41075
664,Education,Cadre,70139,VRAI,0,VRAI,14696,VRAI,5,19618,2942,1961,5885,3923,4907,0,3887,5599,3689,3371,1587,1558,16134
665,Education,Ex‚cution,29865,VRAI,0,FAUX,0,VRAI,4,8102,1215,810,2430,1620,2027,2413,2613,2962,1520,1790,1528,0,8937
666,Industry,MaŒtrise,59153,FAUX,16840,VRAI,5415,VRAI,4,18907,2836,1890,5672,3781,4728,0,3931,3397,3767,2095,3295,2891,-1385
667,Transport,Ex‚cution,37447,FAUX,19395,FAUX,0,FAUX,1,9909,1486,990,2972,1981,2480,2226,5090,2352,2299,2054,1990,1398,-9266
668,Health,Ex‚cution,30056,VRAI,0,VRAI,11712,FAUX,0,10246,1536,1024,3073,2049,2564,0,0,2272,1827,1160,1637,0,1202
669,Agriculture,Cadre,67274,FAUX,16406,FAUX,0,VRAI,4,21452,3217,2145,6435,4290,5365,5620,4441,3389,4883,1631,1622,1836,5994
670,Commerce,Ex‚cution,38155,VRAI,0,VRAI,9724,VRAI,3,12007,1801,1200,3602,2401,3003,0,3679,2852,2397,2222,1172,0,4102
671,Agriculture,MaŒtrise,43280,VRAI,0,VRAI,12734,VRAI,0,12067,1810,1206,3620,2413,3018,0,0,2510,2871,1787,1029,0,10282
672,Health,Ex‚cution,33713,FAUX,15089,FAUX,0,VRAI,1,10082,1512,1008,3024,2016,2522,3314,4491,2165,2053,1300,2324,819,-7924
673,Construction,MaŒtrise,41081,FAUX,26876,VRAI,11266,VRAI,2,12752,1912,1275,3825,2550,3190,0,4809,3291,2141,935,1253,1703,-23945
674,Finance,MaŒtrise,48379,VRAI,0,VRAI,12301,VRAI,3,16712,2506,1671,5013,3342,4180,0,2978,4707,3483,2201,2528,0,3469
675,Health,MaŒtrise,45213,VRAI,0,FAUX,0,FAUX,0,14426,2163,1442,4327,2885,3609,3467,0,3117,2722,2027,2918,0,16536
676,Finance,Cadre,69088,VRAI,0,VRAI,11875,VRAI,5,22198,3329,2219,6659,4439,5552,0,4543,4325,3779,4015,2782,730,14841
677,Finance,Ex‚cution,28897,FAUX,12837,FAUX,0,VRAI,1,7593,1138,759,2277,1518,1901,2512,2591,1824,1770,1153,1073,749,-3205
678,Health,Ex‚cution,36046,FAUX,22262,FAUX,0,FAUX,1,9092,1363,909,2727,1818,2275,2241,2352,3350,2307,1303,1531,0,-8392
679,Extractives,MaŒtrise,45476,FAUX,28201,FAUX,0,VRAI,4,12636,1895,1263,3790,2527,3161,3344,6447,3153,3041,2370,1880,2263,-17859
680,Industry,Cadre,77729,VRAI,0,FAUX,0,VRAI,2,25656,3848,2565,7696,5131,6416,7455,8573,7007,5732,2155,4150,2356,14645
681,Industry,MaŒtrise,46007,FAUX,12076,FAUX,0,VRAI,0,12246,1836,1224,3673,2449,3064,2873,0,2817,3017,1955,3093,1640,6290
682,Agriculture,MaŒtrise,53384,VRAI,0,VRAI,14991,VRAI,5,13646,2046,1364,4093,2729,3414,0,4868,4214,3298,2301,2442,0,7624
683,Agriculture,Cadre,68212,VRAI,0,VRAI,9763,VRAI,3,19296,2894,1929,5788,3859,4826,0,6877,3492,4051,3601,3253,0,17879
684,Education,MaŒtrise,41408,FAUX,28672,VRAI,4218,VRAI,1,13528,2029,1352,4058,2705,3384,0,2927,3934,2720,1017,1658,744,-18010
685,Agriculture,Cadre,73775,VRAI,0,VRAI,5057,VRAI,5,19831,2974,1983,5949,3966,4959,0,10030,4639,4189,2894,3315,1540,22280
686,Finance,Ex‚cution,39319,FAUX,11645,VRAI,4787,FAUX,0,12091,1813,1209,3627,2418,3024,0,0,2223,2505,1208,2441,1712,707
687,Finance,Cadre,94383,FAUX,20494,VRAI,14847,VRAI,3,31636,4745,3163,9490,6327,7911,0,11175,5971,6667,4879,3335,4465,-9086
688,Finance,Ex‚cution,34091,VRAI,0,FAUX,0,VRAI,5,9441,1416,944,2832,1888,2361,2118,5085,2041,2293,1943,932,0,10238
689,Finance,Ex‚cution,31474,VRAI,0,FAUX,0,FAUX,2,8436,1265,843,2530,1687,2111,2779,2640,1850,1971,1628,1361,0,10809
690,Industry,Cadre,86107,FAUX,19424,FAUX,0,VRAI,3,29602,4440,2960,8880,5920,7402,6640,10921,4689,4850,3451,1808,2643,2079
691,Transport,MaŒtrise,41565,FAUX,16459,FAUX,0,VRAI,2,14258,2138,1425,4277,2851,3567,3709,2909,2350,2920,1762,2472,0,-5274
692,Health,MaŒtrise,57905,VRAI,0,VRAI,3721,VRAI,2,16175,2426,1617,4852,3235,4045,0,7978,5109,2933,2320,1953,0,17716
693,Industry,Ex‚cution,27941,VRAI,0,FAUX,0,FAUX,2,8314,1247,831,2494,1662,2080,2146,3551,2320,1740,1559,785,0,7526
694,Health,Ex‚cution,25749,VRAI,0,FAUX,0,VRAI,2,8464,1269,846,2539,1692,2118,1813,3407,2163,1897,1354,624,0,6027
695,Finance,Ex‚cution,38019,FAUX,16997,FAUX,0,FAUX,1,12785,1917,1278,3835,2557,3198,2816,2199,2966,2279,996,2374,0,-5393
696,Agriculture,Ex‚cution,31387,FAUX,11126,VRAI,8773,VRAI,4,8751,1312,875,2625,1750,2189,0,3981,1891,2239,1355,897,936,-8562
697,Extractives,MaŒtrise,48656,FAUX,17269,VRAI,5372,VRAI,2,15440,2316,1544,4632,3088,3860,0,6769,4388,2701,1549,2717,2066,-9615
698,Health,MaŒtrise,50169,VRAI,0,VRAI,4384,VRAI,3,14620,2193,1462,4386,2924,3655,0,4884,3540,3908,1692,3420,0,13721
699,Health,MaŒtrise,51231,VRAI,0,FAUX,0,VRAI,2,15223,2283,1522,4566,3044,3808,2945,3913,4989,3125,2884,1804,0,16348
700,Commerce,Ex‚cution,32008,FAUX,29641,VRAI,5401,FAUX,0,10487,1573,1048,3146,2097,2623,0,0,2098,2145,1896,2077,0,-21737
701,Transport,Cadre,74892,VRAI,0,FAUX,0,VRAI,3,19126,2868,1912,5737,3825,4784,3790,8697,4828,4314,2489,2508,0,29140
702,Transport,MaŒtrise,41134,FAUX,23139,FAUX,0,VRAI,2,13334,2000,1333,4000,2666,3335,3613,4799,2538,2782,1761,1818,0,-12650
703,Industry,MaŒtrise,52145,VRAI,0,FAUX,0,VRAI,2,15997,2399,1599,4799,3199,4001,4775,7469,4562,3925,2023,2059,1806,9529
704,Health,Cadre,107895,FAUX,23222,FAUX,0,VRAI,2,30478,4571,3047,9143,6095,7622,6977,5755,9795,6852,3561,4699,0,16556
705,Extractives,Ex‚cution,31157,FAUX,21064,VRAI,3871,VRAI,3,8349,1252,834,2504,1669,2090,0,4406,2728,2430,1018,2086,378,-15173
706,Agriculture,Ex‚cution,38443,VRAI,0,VRAI,8386,VRAI,5,11764,1764,1176,3529,2352,2943,0,3572,3779,2618,1920,2568,0,3836
707,Finance,Cadre,82266,VRAI,0,FAUX,0,FAUX,2,22230,3334,2223,6669,4446,5558,5224,8264,8126,5634,4725,5591,1846,20626
